Apple IIGS Tool Descriptions - Listing by Tool Call Number


Cal Set
Num Num  Set Name         Call Name           Description
$D3 $04  QuickDraw        _GetTextSize          Returns current value of the txSize field of the GrafPort
$D4 $04  QuickDraw        _SetCharExtra         Sets the chExtra field in the GrafPort to a specified value
$D5 $04  QuickDraw        _GetCharExtra         Returns the chExtra field from the GrafPort
$D6 $04  QuickDraw        _PPToPort             Transfrs pixels from src pixel map to current port & clips to current visbl rgn & clip rgn
$D7 $04  QuickDraw        _InflateTextBuf       Ensures that txt buff is big enough to hndle font w/spec width & height, increasing if nec
$D8 $04  QuickDraw        _GetROMFont           Fills a specified buffer with information about the font in ROM
$D9 $04  QuickDraw        _GetFontLore          Returns info, up to a spec number of bytes, about the current font in a spec buffer
$DA $04  QuickDraw        _Get640Colors         Returns a pointer to a 512-byte table of 32 $00s, 32 $11s, ..., 32 $FFs
$DB $05  QuickDraw        _Set640Color          Sets the current grafport’s pen pattern to a “solid” 640-mode dithered color

Desk Manager

$01 $05  Desk Manager     _DeskBootInit         Initializes the Desk Manager; called only by Tool Locator (not by application)
$02 $05  Desk Manager     _DeskStartUp          Starts up the Desk Manager for use by an application
$03 $05  Desk Manager     _DeskShutDown         Shuts down the Desk Manager when an application quits
$04 $05  Desk Manager     _DeskVersion          Returns the version number of the Desk Manager
$05 $05  Desk Manager     _DeskReset            Resets the Desk Manager; called only on reset - not by application
$06 $05  Desk Manager     _DeskStatus           Indicates whether the Desk Manager is active
$09 $05  Desk Manager     _SaveScrn             Saves the 80-column text screens in banks $00, $01, $E0, & $E1 - not called by application
$0A $05  Desk Manager     _RestScrn             Restores the screen area saved by the Desk Manager - not called by application
$0B $05  Desk Manager     _SaveAll              Saves all variables that Desk Manager preserves when CDA menu is activated - (not applic)
$0C $05  Desk Manager     _RestAll              Restores all variables that Desk Manager preserves when CDA menu is activated (not applic)
$0E $05  Desk Manager     _InstallNDA           Installs a specified NDA in the system
$0F $05  Desk Manager     _InstallCDA           Installs a specified CDA in the system
$11 $05  Desk Manager     _ChooseCDA            Activates the Desk Manager and displays the CDA menu - not called by application
$13 $05  Desk Manager     _SetDAStrPtr          Changes the names of the built-in CDA's
$14 $05  Desk Manager     _GetDAStrPtr          Returns the pointer to the names of the built-in CDA's
$15 $05  Desk Manager     _OpenNDA              Opens a specified NDA
$16 $05  Desk Manager     _CloseNDA             Closes a specified NDA
$17 $05  Desk Manager     _SystemClick          Handles mouse-down events in a system (that is, desk accessory) window
$18 $05  Desk Manager     _SystemEdit           Passes standard menu edits to system windows
$19 $05  Desk Manager     _SystemTask           Causes a desk accessory to perform its periodic action
$1A $05  Desk Manager     _SystemEvent          Previews all events returned to applic. & indicates if event was processed by a desk accs
$1B $05  Desk Manager     _GetNumNDAs           Returns the total number of NDAs currently installed
$1C $05  Desk Manager     _CloseNDAByWinPtr     Closes an NDA with a specified window pointer
$1D $05  Desk Manager     _CloseAllNDAs         Closes all open NDAs
$1E $05  Desk Manager     _FixAppleMenu         Adds the names of the NDAs to a specified menu
$1F $05  Desk Manager     _AddToRunQ            Adds the specified routine to the head of the run queue
$20 $05  Desk Manager     _RemoveFromRunQ       Removes the specified run item from the run queue
$21 $05  Desk Manager     _RemoveCDA            Removes the specified CDA from the Desk Manager CDA list
$22 $05  Desk Manager     _RemoveNDA            Removes the specified NDA from the Desk Manager NDA list
$23 $05  Desk Manager     _GetDeskAccInfo       Provides safe access to certain information about DAs currently installed in the system
$24 $05  Desk Manager     _CallDeskAcc          Calls a New Desk Accessory’s Action or Init routine with the specified values
$25 $05  Desk Manager     _GetDeskGlobal        GetDeskGlobal retrieves information from the Desk Manager

Event Manager

$01 $06  Event Manager    _EMBootInit           Initializes the Event Manager; called only by Tool Locator (not by application)
$02 $06  Event Manager    _EMStartUp            Starts up the Event Manager for use by an application
$03 $06  Event Manager    _EMShutDown           Shuts down the Event Manager when an application quits
$04 $06  Event Manager    _EMVersion            Returns the version number of the Event Manager
$05 $06  Event Manager    _EMReset              Resets the Event Manager; called only on reset - not by application
$06 $06  Event Manager    _EMStatus             Indicates whether the Event Manager is active
$09 $06  Event Manager    _DoWindows            Returns the address of the direct page used by the Event Manager
$0A $06  Event Manager    _GetNextEvent         Returns next avail event of spec type(s); if event is in queue, GetNextEvent removes it
$0B $06  Event Manager    _EventAvail           Allows an application to look at the next avaialble event of a spec type or types
$0C $06  Event Manager    _GetMouse             Returns the current mouse location
$0D $06  Event Manager    _Button               Returns the current status of a specified button on the mouse
$0E $06  Event Manager    _StillDown            Tests whether the specified mouse button is still down
$0F $06  Event Manager    _WaitMouseUp          Tests whether spec mouse button is still down &, if not, removes preceding mouse-up event
$10 $06  Event Manager    _TickCount            Returns current number of ticks (in sixtieths of a second) since system was last started
$11 $06  Event Manager    _GetDblTime           Returns max diff (in ticks) allowed for mouse clicks to be considered a double-click
$12 $06  Event Manager    _GetCaretTime         Returns time (in ticks) between blicks of caret marking insertion pt in text to be edited
$13 $06  Event Manager    _SetSwitch            Generates a switch event
$14 $06  Event Manager    _PostEvent            Posts an event into the event queue
$15 $06  Event Manager    _FlushEvents          Removes all queue events of type(s) spec by mask up to 1st event of type spec by stop mask
$16 $06  Event Manager    _GetOSEvent           Returns next available queue event of a spec type(s) & removes it from the queue
$17 $06  Event Manager    _OSEventAvail         Allows applic to look at next avail queue event of spec type(s), but leaves event in queue
$18 $06  Event Manager    _SetEventMask         Specifies the system event mask
$19 $06  Event Manager    _FakeMouse            Allows use of alternative pting device, like graphics tablet, in place/conjuction of mouse
$1A $06  Event Manager    _SetAutoKeyLimit      Controls how repeated keystrokes are inserted into the event queue
$1B $06  Event Manager    _GetKeyTranslation    Returns the identifier for the currently selected keystroke translation table
$1C $06  Event Manager    _SetKeyTranslation    Sets a new keystroke translation table

Scheduler

$01 $07  Scheduler        _SchBootInit          Initializes the Scheduler; called only by Tool Locator - not called by application
$02 $07  Scheduler        _SchStartUp           Starts up the Scheduler for use by an application
$03 $07  Scheduler        _SchShutDown          Shuts down the Scheduler when an application quits
$04 $07  Scheduler        _SchVersion           Returns the version number of the Scheduler
$05 $07  Scheduler        _SchReset             Resets the Scheduler; called only when system is reset - not by application
$06 $07  Scheduler        _SchStatus            Indicates whether the Scheduler is active
$09 $07  Scheduler        _SchAddTask           Adds a task to the Scheduler queue
$0A $07  Scheduler        _SchFlush             Flushes all tasks in the Scheduler queue - must not be called by an application

Sound Tool Set

$01 $08  Sound Tool Set   _SoundBootInit        Initializes the Sound Tool Set; called only by Tool Locator (not by application)
$02 $08  Sound Tool Set   _SoundStartUp         Starts up the Sound Tool Set for use by an application
$03 $08  Sound Tool Set   _SoundShutDown        Shuts down the Sound Tool Set when an application quits
$04 $08  Sound Tool Set   _SoundVersion         Returns the version number of the Sound Tool Set
$05 $08  Sound Tool Set   _SoundReset           Resets the Sound Tool Set; called only on reset - not by application
$06 $08  Sound Tool Set   _SoundToolStatus      Indicates whether the Sound Tool Set is active
$09 $08  Sound Tool Set   _WriteRamBlock        Writes a spec number of bytes from system RAM into DOC RAM
$0A $08  Sound Tool Set   _ReadRamBlock         Reads a specified number of bytes from DOC RAM into system RAM
$0B $08  Sound Tool Set   _GetTableAddress      Returns the jump table address for the low-level routines
$0C $08  Sound Tool Set   _GetSoundVolume       Reads the volume setting for a generator
$0D $08  Sound Tool Set   _SetSoundVolume       Changes volume setting for the volume registers in the DOC or changes system volume
$0E $08  Sound Tool Set   _FFStartSound         Enables the DOC to start generating sound on a particular generator
$0F $08  Sound Tool Set   _FFStopSound          Halts any specified sound generators that are generating sound
$10 $08  Sound Tool Set   _FFSoundStatus        Returns the status of all 15 sound generators
$11 $08  Sound Tool Set   _FFGeneratorStatus    Reads the first two bytes of the generator control block corresponding to a spec generator
$12 $08  Sound Tool Set   _SetSoundMIRQV        Sets up the entry point into the sound-interrupt handler
$13 $08  Sound Tool Set   _SetUserSoundIRQV     Sets up the entry point for an application-defined synthesizer interrupt handler
$14 $08  Sound Tool Set   _FFSoundDoneStatus    Returns the current Free-Form Synthesizer playing status
$15 $08  Sound Tool Set   _FFSetUpSound         Identical to the FFStartSound tool call but does not actually start playing the specified sound
$16 $08  Sound Tool Set   _FFStartPlaying       Starts playing the sound specified by the FF s e t UpSound tool call on a specified set of generators
$17 $08  Sound Tool Set   _SetDOCReg            Sets the DOC registers for a generator's oscillator from register contents stored in a special format
$18 $08  Sound Tool Set   _ReadDOCReg           Reads the DOC registers for a generator's oscillator and stores them in the target memory location

ADB Tools

$01 $09  ADB Tools        _ADBBootInit          Initializes the ADB Tool Set; called only by Tool Locator (not by application)
$02 $09  ADB Tools        _ADBStartUp           Starts up the ADB Tool Set
$03 $09  ADB Tools        _ADBShutDown          Shuts down the ADB Tool Set
$04 $09  ADB Tools        _ADBVersion           Returns the version number of the ADB Tool Set
$05 $09  ADB Tools        _ADBReset             Resets the ADB Tool Set; called only on system reset - not by application
$06 $09  ADB Tools        _ADBStatus            Indicates whether the ADB Tool Set is active
$09 $09  ADB Tools        _SendInfo             Sends data to the keyboard microcontroller or to an ADB device
$0A $09  ADB Tools        _ReadKeyMicroData     Receives data from the keyboard microcontroller
$0B $09  ADB Tools        _ReadKeyMicroMem      Reads a data byte from the keyboard microcontroller memory
$0D $09  ADB Tools        _AsyncADBReceive      Receives data from an ADB device
$0E $09  ADB Tools        _SyncADBReceive       Receives data from an ADB device
$0F $09  ADB Tools        _AbsOn                Enables automatic polling of an absolute device (reserved for future use)
$10 $09  ADB Tools        _AbsOff               Disables automatic polling of an absolute device (reserved for future use)
$11 $09  ADB Tools        _ReadAbs              Determines whether automatic polling of an absolute device is on or off
$12 $09  ADB Tools        _GetAbsScale          Reads absolute device scaling values (reserved for future use)
$13 $09  ADB Tools        _SetAbsScale          Sets up scaling for absolute devices (reserved for future use)
$14 $09  ADB Tools        _SRQPoll              Adds a device to the SRQ list
$15 $09  ADB Tools        _SRQRemove            Removes a device previously installed by the SRQPoll routine from the SRQ list
$16 $09  ADB Tools        _ClearSRQTable        Clears the SRQ list of all entries

SANE

$01 $0A  SANE             _SANEBootInit         Initializes the SANE Tool Set; called only by Tool Locator (not by application)
$02 $0A  SANE             _SANEStartup          Starts up the SANE Tool Set for use by an application
$03 $0A  SANE             _SANEShutDown         Shuts down the SANE Tool Set when application quits
$04 $0A  SANE             _SANEVersion          Returns the version number of the SANE Tool Set
$05 $0A  SANE             _SANEReset            Resets the SANE Tool Set; called only on system reset - not by application
$06 $0A  SANE             _SANEStatus           Indicates whether the SANE Tool Set is active
$09 $0A  SANE             _SANEFP816            Contains basic arithmetic ops, comparisions, conversions, environ. control, & IEEE ops
$0A $0A  SANE             _SANEDecStr816        Contains numeric scanners and formatters
$0B $0A  SANE             _SANEElems816         Contains elementary functions, financial functions, and a random-number generator

Integer Math

$01 $0B  Integer Math     _IMBootInit           Initializes the Integer Math Tool Set; called only by Tool Locator (not by application)
$02 $0B  Integer Math     _IMStartUp            Starts up the Integer Math Tool Set for use by an application
$03 $0B  Integer Math     _IMShutDown           Shuts down the Integer Math Tool Set when application quits
$04 $0B  Integer Math     _IMVersion            Returns the version number of the Integer Math Tool Set
$05 $0B  Integer Math     _IMReset              Resets the Integer Math Tool Set; called only on system reset - not by application
$06 $0B  Integer Math     _IMStatus             Indicates whether the Integer Math Tool Set is active
$09 $0B  Integer Math     _Multiply             Multiplies two Integer inputs and produces a Longint result
$0A $0B  Integer Math     _SDivide              Divides two Integers & produces a signed Integer quotient & a signed Integer remainder
$0B $0B  Integer Math     _UDivide              Divides two unsigned Integer inputs & produces an Int quotient & an unsigned int remainder
$0C $0B  Integer Math     _LongMul              Multiplies two Longint values & produces a 64-bit result
$0D $0B  Integer Math     _LongDivide           Divides two unsgn Longint inputs & produces a Longint unsgn quot & a Longint unsgn remain
$0E $0B  Integer Math     _FixRatio             Takes 2 signed Integers & produces a Fixed number as ratio of the numerator & denominator
$0F $0B  Integer Math     _FixMul               Multiplies two 32-bit Fixed inputs and produces a 32-bit Fixed result
$10 $0B  Integer Math     _FracMul              Multiplies two Frac inputs and returns a rounded Frac result
$11 $0B  Integer Math     _FixDiv               Divides two like inputs and returns a rounded Fixed result (no remainder)
$12 $0B  Integer Math     _FracDiv              Divides two like inputs and returns a rounded Frac result (no remainder)
$13 $0B  Integer Math     _FixRound             Takes a Fixed input and returns a rounded Integer result
$14 $0B  Integer Math     _FracSqrt             Takes a Frac input and returns a rounded Frac square root
$15 $0B  Integer Math     _FracCos              Takes a Fixed input (in radians) and returns its Frac cosine
$16 $0B  Integer Math     _FracSin              Takes a Fixed input (in radians) and returns its Frac sine
$17 $0B  Integer Math     _FixAtan2             Takes two like inputs & returns a Fixed arc tangent (in radians) of their coordinates
$18 $0B  Integer Math     _HiWord               Returns high-order word of a Long input
$19 $0B  Integer Math     _LoWord               Returns low-order word of a long inpuot
$1A $0B  Integer Math     _Long2Fix             Converts a specified Longint value to its corresponding Fixed value
$1B $0B  Integer Math     _Fix2Long             Converts a Fixed value to its corresponding Longint value
$1C $0B  Integer Math     _Fix2Frac             Converts a Fixed value to its corresponding Frac value
$1D $0B  Integer Math     _Frac2Fix             Converts a specifed Frac value to its corresponding Fixed value
$1E $0B  Integer Math     _Fix2X                Converts a Fixed value to its corresponding Extended value
$1F $0B  Integer Math     _Frac2X               Converts a specified Frac value to its corresponding Extended value
$20 $0B  Integer Math     _X2Fix                Converts an Extended value to its corresponding Fixed value
$21 $0B  Integer Math     _X2Frac               Converts an Extended value to its corresponding Frac value
$22 $0B  Integer Math     _Int2Hex              Takes unsigned int & produces an IM string representing the value in hexadecimal format
$23 $0B  Integer Math     _Long2Hex             Takes unsigned Longint value & produces an IM string representing the value in hex format
$24 $0B  Integer Math     _Hex2Int              Takes an Integer Math string representing a hex value & returns an unsigned integer
$25 $0B  Integer Math     _Hex2Long             Takes Integer Math string representing a hex value & returns an unsigned Longint
$26 $0B  Integer Math     _Int2Dec              Takes signed or unsigned integer & produces IM string representing value in decimal format
$27 $0B  Integer Math     _Long2Dec             Takes signed/unsigned Longint value & produces IM str representing val in decimal format
$28 $0B  Integer Math     _Dec2Int              Takes Integer Math string representing a decimal value & returns a signed/unsigned integer
$29 $0B  Integer Math     _Dec2Long             Takes Integer Math string representing a decimal value & produces a Longint value
$2A $0B  Integer Math     _Hexit                Takes unsigned integer & returns a 4-byte Int Math string representing value in hex format

Text Tools

$01 $0C  Text Tools       _TextBootInit         Initializes the Text Tool Set; called only by Tool Locator
$02 $0C  Text Tools       _TextStartUp          Starts up the Text Tool Set for use by an application
$03 $0C  Text Tools       _TextShutDown         Shuts down the Text Tool Set when an application quits
$04 $0C  Text Tools       _TextVersion          Returns the version number of the Text Tool Set
$05 $0C  Text Tools       _TextReset            Resets the Text Tool Set; called only when the system is reset
$06 $0C  Text Tools       _TextStatus           Indicates whether the Text Tools Set is active
$09 $0C  Text Tools       _SetInGlobals         Sets the global parameters for the input device
$0A $0C  Text Tools       _SetOutGlobals        Sets the global parameters for the output device
$0B $0C  Text Tools       _SetErrGlobals        Sets the global parameters for the error output device
$0C $0C  Text Tools       _GetInGlobals         Returns the current values for the input device global parameters
$0D $0C  Text Tools       _GetOutGlobals        Returns the current values for the output device global parameters
$0E $0C  Text Tools       _GetErrGlobals        Returns the current values for the error output device global parameters
$0F $0C  Text Tools       _SetInputDevice       Sets the input device to a specified type and location
$10 $0C  Text Tools       _SetOutputDevice      Sets the output device to a specified type and location
$11 $0C  Text Tools       _SetErrorDevice       Sets the error output device to a specified type and location
$12 $0C  Text Tools       _GetInputDevice       Returns the type of driver installed as the input device
$13 $0C  Text Tools       _GetOutputDevice      Returns the type of driver installed as the output device
$14 $0C  Text Tools       _GetErrorDevice       Returns the type of driver installed as the error output device
$15 $0C  Text Tools       _InitTextDev          Initializes a specified text device
$16 $0C  Text Tools       _CtlTextDev           Passes a control code to a specified text device
$17 $0C  Text Tools       _StatusTextDev        Executes a status call to a specified text device
$18 $0C  Text Tools       _WriteChar            Combines a character with output global AND & OR mask & writes to output device
$19 $0C  Text Tools       _ErrWriteChar         Combines a character with output global AND & OR mask & writes to error output text device
$1A $0C  Text Tools       _WriteLine            Combines pointed-to Pascal-type string with out global mask, + CR, then output
$1B $0C  Text Tools       _ErrWriteLine         Combines pointed-to Pascal-type string with outpt global masks & write to err out
$1C $0C  Text Tools       _WriteString          Combines a pointed-to Pascal-type string with outpt global masks & write to out device
$1D $0C  Text Tools       _ErrWriteString       Combines a pointed-to Pascal-type string with outpt global masks & write to err out
$1E $0C  Text Tools       _TextWriteBlock       Combines a char string with output global masks & writes to output text device
$1F $0C  Text Tools       _ErrWriteBlock        Combines a char string with output global masks & write to err out
$20 $0C  Text Tools       _WriteCString         Combines a pointed-to C string with output global masks & write to output txt device
$21 $0C  Text Tools       _ErrWriteCString      Combines a pointed-to C string with output global masks & write to err output txt dvc
$22 $0C  Text Tools       _ReadChar             Reads a char from input text device, combines with input global mask, & puts char on stack
$23 $0C  Text Tools       _TextReadBlock        Reads char block from input txt device, combines w/input global mask & writes to mem loc
$24 $0C  Text Tools       _ReadLine             Reads char string from input txt device, combines w/input global mask, & writes to mem loc

RAMDisk Tool Set

$01 $0D  RAMDisk Tool     _RDBootInit           Initializes the RAMDisk Tool set; called only by Memory Manager - not by application
$01 $0D  RAMDisk Tool     _RDBootInit           Initializes the RAMDisk Tool set; called only by Memory Manager - not by application
$02 $0D  RAMDisk Tool     _RDStartUp            Starts up the RAMDisk Tool set
$03 $0D  RAMDisk Tool     _RDShutDown           Shuts down the RAMDisk Tool set
$04 $0D  RAMDisk Tool     _RDVersion            Returns the version of the RAMDisk Tool set
$05 $0D  RAMDisk Tool     _RDReset              Resets the RAMDisk Tool set - not by application
$06 $0D  RAMDisk Tool     _RDStatus             Indicates whether the RAMDisk Tool set is active
$09 $0D  RAMDisk Tool     _Kill                 This routine does nothing
$0A $0D  RAMDisk Tool     _RDExecPCCmd          This routine executes normal or extended SmartPort commands, using data from the zero page
$0B $0D  RAMDisk Tool     _RDSetDiskSize        This routine does nothing
$0C $0D  RAMDisk Tool     _RDGetDiskSize        This routine returns the current size of the RAMDisk in bytes

Window Manager

$01 $0E  Window Manager   _WindBootInit         Initializes the Window Manager; called only by Tool Locator - not by application
$02 $0E  Window Manager   _WindStartUp          Starts up the Window Manager for use by an application
$03 $0E  Window Manager   _WindShutDown         Shuts down the Window Manager when an application quits
$04 $0E  Window Manager   _WindVersion          Returns the version number of the Window Manager
$05 $0E  Window Manager   _WindReset            Resets the Window Manager; called only when system reset - not by application
$06 $0E  Window Manager   _WindStatus           Indicates whether the Window Manager is active
$09 $0E  Window Manager   _NewWindow            Creates spec window per its params, adds to window list, returns ptr to new wndw GrafPort
$0A $0E  Window Manager   _CheckUpdate          Looks from top to bottom in window list for visible window that needs updating
$0B $0E  Window Manager   _CloseWindow          Removes spec window from scrn, disposes all ctrls assoc w/window, deletes window from list
$0C $0E  Window Manager   _DeskTop              Controls region addition to & subtraction from desktop & ctrls current desktop pattern
$0D $0E  Window Manager   _SetWTitle            Changes the title of a specified window to a spec title and redraw the window
$0E $0E  Window Manager   _GetWTitle            Returns the pointer to a specified window's title
$0F $0E  Window Manager   _SetFrameColor        Sets the color of a specified window's frame
$10 $0E  Window Manager   _GetFrameColor        Returns the color of a specifed window's frame
$11 $0E  Window Manager   _SelectWindow         Makes a specified window the active window
$12 $0E  Window Manager   _HideWindow           Makes a specified window invisible
$13 $0E  Window Manager   _ShowWindow           Makes a specified window visible if it was invisible and then draws the window
$14 $0E  Window Manager   _SendBehind           Changes position of a specified window, redrawing any exposed windows
$15 $0E  Window Manager   _FrontWindow          Returns a ptr to the first visible window in the windows list (that is, the active window)
$16 $0E  Window Manager   _SetInfoDraw          Sets pointer to routine that draws information bar for specified window
$17 $0E  Window Manager   _FindWindow           Indicates which part of which window, if any, cursor was in when mouse button was pressed
$18 $0E  Window Manager   _TrackGoAway          Tracks mouse until bttn released, hi-lighting go-away region if mouse loc is inside it
$19 $0E  Window Manager   _MoveWindow           Moves a specified window to another part of the screen without affecting its size
$1A $0E  Window Manager   _DragWindow           Pulls around dotted outln of spec window, following movements of mouse until bttn released
$1B $0E  Window Manager   _GrowWindow           Pulls around grow image of spec window, following movements of mouse until bttn released
$1C $0E  Window Manager   _SizeWindow           Enlarges or shrinks port rectangle of spec window's GrafPort to a spec width & height
$1D $0E  Window Manager   _TaskMaster           Calls GetNextEvent & looks in event part of task record to see if it can handle the event
$1E $0E  Window Manager   _BeginUpdate          Replaces visible region of window's GrafPort with intersection of visible & update region
$1F $0E  Window Manager   _EndUpdate            Restores normal visible region of spec window's GrafPort that was changed by BeginUpdate
$20 $0E  Window Manager   _GetWMgrPort          Returns a pointer to the Window Manager's port
$21 $0E  Window Manager   _PinRect              Pins a specified point inside a specified rectangle
$22 $0E  Window Manager   _HiliteWindow         Highlights or unhighlights a specified window
$23 $0E  Window Manager   _ShowHide             Shows or hides a window
$24 $0E  Window Manager   _BringToFront         Brings spec window to front of all windows & redraws windows as necessary (no highlight)
$25 $0E  Window Manager   _WindNewRes           Closes Window Manager's GrafPort & opens new GrafPort in the other SHR resolution
$26 $0E  Window Manager   _TrackZoom            Tracks mouse until bttn released, hi-lighting zoom region if mouse location is inside it
$27 $0E  Window Manager   _ZoomWindow           Switches size & position of spec window between its current size & pos & its max size
$28 $0E  Window Manager   _SetWRefCon           Sets value that is inside spec window record & is reserved for the application's use
$29 $0E  Window Manager   _GetWRefCon           Returns value from spec window's record that was passed to either NewWindow or SetWRefCon
$2A $0E  Window Manager   _GetNextWindow        Returns ptr to next window in window list after spec window; NIL if last window in list
$2B $0E  Window Manager   _GetWKind             Indicates whether a spec window is a system window or an application window
$2C $0E  Window Manager   _GetWFrame            Returns the bit flag that describes a specified window's frame type
$2D $0E  Window Manager   _SetWFrame            Sets the bit flag that describes a specified window's frame type
$2E $0E  Window Manager   _GetStructRgn         Returns a handle to a specified window's structure region
$2F $0E  Window Manager   _GetContentRgn        Returns a handle to a specified window's content region
$30 $0E  Window Manager   _GetUpdateRgn         Returns a handle to a specified window's update region
$31 $0E  Window Manager   _GetDefProc           Returns ptr to routine that's called to draw, hit test, & define window's frame & behavior
$32 $0E  Window Manager   _SetDefProc           Sets ptr to routine that's called to draw, hit test, & define window's frame & behavior
$33 $0E  Window Manager   _GetWControls         Returns the handle to the first control in the window's control list
$34 $0E  Window Manager   _SetOriginMask        Specifies the mask used to put the horizontal origin on a grid
$35 $0E  Window Manager   _GetInfoRefCon        Returns value associated with the draw information bar routine for a spec window
$36 $0E  Window Manager   _SetInfoRefCon        Sets value associated with the draw information bar routine for a spec window
$37 $0E  Window Manager   _GetZoomRect          Returns ptr to rectangle used as content's zoomed or unzoomed size for a specified window
$38 $0E  Window Manager   _SetZoomRect          Sets rectangle to be used as content's zoomed or unzoomed size for a specified window
$39 $0E  Window Manager   _RefreshDesktop       Redraws the entire desktop and all the windows
$3A $0E  Window Manager   _InvalRect            Accumulates spec rectangle into update region of window whose GrafPort is current port
$3B $0E  Window Manager   _InvalRgn             Accumulates spec region into update region of window whose GrafPort is current port
$3C $0E  Window Manager   _ValidRect            Removes spec rectangle from update region of current GrafPort window & cancels updates
$3D $0E  Window Manager   _ValidRgn             Removes spec region from update region of current GrafPort window & cancels updates
$3E $0E  Window Manager   _GetContentOrigin     Returns value used by TaskMaster to set origin of window's GrafPort when update event
$3F $0E  Window Manager   _SetContentOrigin     Sets the origin of the window's GrafPort when handling an update event
$40 $0E  Window Manager   _GetDataSize          Returns the height and width of the data area of a specified window
$41 $0E  Window Manager   _SetDataSize          Sets the height and width of the data area of a specifed window
$42 $0E  Window Manager   _GetMaxGrow           Returns the maximum values to which a spec window's content region can grow
$43 $0E  Window Manager   _SetMaxGrow           Sets the maximum values to which a spec window's content region can grow
$44 $0E  Window Manager   _GetScroll            Returns # pixels that TaskMaster will scroll content region when arrow scroll bar selected
$45 $0E  Window Manager   _SetScroll            Sets # of pixels that TaskMaster will scroll content region when arrow scroll bar selected
$46 $0E  Window Manager   _GetPage              Returns # of pixels that TaskMaster will scroll content region when selected on scroll bar
$47 $0E  Window Manager   _SetPage              Sets # of pixels that TaskMaster will scroll content region when selected on scroll bar
$48 $0E  Window Manager   _GetContentDraw       Returns pointer to routine that draws content region of a specified window
$49 $0E  Window Manager   _SetContentDraw       Sets pointer to routine that draws content region of a specified window
$4A $0E  Window Manager   _GetInfoDraw          Returns pointer to routine that draws information bar for specified window
$4B $0E  Window Manager   _SetSysWindow         Marks a specified window as a system window
$4C $0E  Window Manager   _GetSysWFlag          Indicate whether a specified window is a a system or an application window
$4D $0E  Window Manager   _StartDrawing         Makes a specified window the current port and sets its origin
$4E $0E  Window Manager   _SetWindowIcons       Sets the icon font for the Window Manager
$4F $0E  Window Manager   _GetRectInfo          Sets information rectangle to coordinates of the information bar rectangle
$50 $0E  Window Manager   _StartInfoDrawing     Allows application to draw or hit test outside of information bar definition procedure
$51 $0E  Window Manager   _EndInfoDrawing       Puts the Window Manager back into a global coordinate system
$52 $0E  Window Manager   _GetFirstWindow       Returns pointer to first window in the window list (window may not be the active window)
$53 $0E  Window Manager   _WindDragRect         Pulls dotted outln of spec rectangle around scrn, follown mvmnts of mouse til btn released
$54 $0E  Window Manager   _GetDragRect          Returns the address of the internal DragRect routine
$55 $0E  Window Manager   _DrawInfoBar          Redraws the info bar of the window specified by grafPortPtr
$56 $0E  Window Manager   _WindowGlobal         Spec a mask that determines how Window Manager performs tasks & retuns windowGlobalFlag
$57 $0E  Window Manager   _SetContentOrigin2    Sets origin of windows GrafPort when hndlng updt event & ctrls scrolling of content region
$58 $0E  Window Manager   _GetWindowMgrGlobals  Returns a pointer to the Window Manager global data area - call not made by application
$59 $0E  Window Manager   _AlertWindow          Creates an alert window that displays a message pointed to by alertStrPtr
$5A $0E  Window Manager   _StartFrameDrawing    Sets up to draw a window frame - should be called only be window definition procedures
$5B $0E  Window Manager   _EndFrameDrawing      Restores Window Manager variables after a call to StartFrameDrawing
$5C $0E  Window Manager   _ResizeWindow         Moves, resizes, & draws the window specified by grafPortPtr
$5D $0E  Window Manager   _TaskMasterContent    Internal routine that handles events inside the content region of a window
$5E $0E  Window Manager   _TaskMasterKey        Internal routine that handles keystroke events inside the content region of a window
$5F $0E  Window Manager   _TaskMaskerDA         This call is the TaskMaster entry point for desk accessories
$60 $0E  Window Manager   _CompileText          Combines source text with either custom or standard strings to compile a result text string
$61 $0E  Window Manager   _NewWindow2           Performs the same function as NewWindow but allows the input window template as a resource
$62 $0E  Window Manager   _ErrorWindow          Creates a dialog box displaying an error message for a specified error code
$63 $0E  Window Manager   _GetAuxWindInfo       Returns a pointer to a block of auxiliary data for a specified window
$64 $0E  Window Manager   _DoModalWindow        Handles user interaction in a window containing extended controls
$65 $0E  Window Manager   _MWGetCtlPart         Returns the part code from any TrackControl call made by the most recent DoModalWindow call
$66 $0E  Window Manager   _MWSetMenuProc        Informs DoModalWindow of the address of a routine to be called when the frontmost window changes inside a DoModalWindow call
$67 $0E  Window Manager   _MWStdDrawProc        MWStdDrawProc is what DoModalWindow calls to update a modal window if you do not supply your own update procedure
$68 $0E  Window Manager   _MWSetUpEditMenu      Sets the sate of the standard emenu items based on the frontmost window
$69 $0E  Window Manager   _FindCursorCtl        Returns the handle for the control beneath a given point
$6A $0E  Window Manager   _ResizeInfoBar        Sets the vertical size of a standard window’s information bar
$6B $0E  Window Manager   _HandleDiskInsert     Lets an application know about disks the user has inserted or ejected
$6C $0E  Window Manager   _UpdateWindow         Updates the specified window
  
Menu Manager

$01 $0F  Menu Manager     _MenuBootInit         Initializes the Menu Manager; called only by Tool Locator - not by application
